seller_names;seller_id;total_revenue;avg_review_score;late_rate;avg_installments;first_order;last_order;active_months;solvability_score;seller_state
vendeur 24;01fd077212124329bac32490e8ef80d9;1247.0;4.3;0.025;1.1;16/04/2018 10:44;24/08/2018 17:52;4.333333333333333;55.25;SP
vendeur 25;01fdefa7697d26ad920e9e0346d4bd1b;15237.03;4.358208955223881;0.0592592592592592;2.9851851851851854;26/04/2017 15:57;20/08/2018 21:50;16.033333333333335;56.86;PR
vendeur 26;0241d4d5d36f10f80c644447315af0bd;33888.200000000004;4.306818181818182;0.0528301886792452;3.720754716981132;08/10/2017 19:00;28/08/2018 15:11;10.766666666666667;59.8;PR
vendeur 27;0249d282d911d23cb8b869ab49c99f53;393.0;4.2727272727272725;0.1818181818181818;1.818181818181818;18/09/2017 20:48;22/03/2018 22:37;6.166666666666667;50.25;SP
vendeur 28;024b564ae893ce8e9bfa02c10a401ece;706.4000000000001;4.75;0.0;3.25;05/10/2016 12:41;12/02/2017 18:46;4.333333333333333;58.61;SP
vendeur 29;028872bfa080090a9d0abd4f1af168f8;70.5;5.0;0.0;1.0;19/08/2017 9:10;19/08/2017 9:10;1.0;60.01;MG
vendeur 30;02a2272692e13558373c66db98f05e2e;54.98;3.0;0.0;4.0;06/02/2017 15:33;08/03/2017 11:51;1.0;48.01;RJ
vendeur 31;02b72cdeb9cfcc429f1af6f4e3f3b737;522.65;4.75;0.0;2.5;25/07/2018 21:20;22/08/2018 20:09;1.0;58.58;SP
vendeur 32;02c988090b766852e088c69d7fb3b551;1694.23;4.277777777777778;0.0;2.1578947368421053;16/07/2017 12:39;15/08/2018 9:44;13.133333333333333;55.94;SP
vendeur 33;02d35243ea2e497335cd0f076b45675d;5794.0;2.6875;0.375;4.25;29/04/2017 22:33;02/08/2018 17:53;15.3;35.82;RN
vendeur 34;02dcd3e8e25bee036e32512bcf175493;1641.9;3.3157894736842106;0.3684210526315789;1.368421052631579;28/10/2017 12:09;22/08/2018 16:20;9.933333333333334;39.11;MG
vendeur 35;02ecc2a19303f05e59ce133fd923fff7;5503.09;4.56;0.0;5.88;18/06/2017 18:04;21/08/2018 20:13;14.3;58.26;SP
vendeur 36;02f5837340d7eb4f653d676c7256523a;3883.05;4.833333333333333;0.0333333333333333;3.333333333333333;01/11/2017 20:55;08/08/2018 14:13;9.3;58.63;PR
vendeur 37;02f623a8eb246f3c5f7c2f96462654e6;6518.0;4.545454545454546;0.0888888888888888;2.1555555555555554;25/04/2018 15:13;22/08/2018 23:52;3.966666666666667;55.67;SP
vendeur 38;0307f7565ff85b299b6e5ef162b1b1a9;4762.6;2.888888888888889;0.0;4.222222222222222;10/10/2016 18:09;25/05/2017 7:49;7.533333333333333;48.11;SP
vendeur 39;0336182e1b3e92f029d5354832045fdf;29.8;2.0;0.0;3.0;05/10/2016 19:09;05/10/2016 19:09;1.0;42.0;SP
vendeur 40;034b9387752bfa309f350a70cd45ffa3;108.0;4.444444444444445;0.0;1.0;11/04/2018 15:53;22/08/2018 16:05;4.433333333333334;56.68;SC
vendeur 41;038b75b729c8a9a04b0d07cba7eabe86;467.0;3.5;0.5;6.0;20/04/2018 12:29;22/04/2018 18:42;1.0;36.08;SP
vendeur 42;039b29ff3b3473435d0cd59040575de9;114.9;4.444444444444445;0.0;1.2222222222222223;26/04/2018 11:32;23/08/2018 13:56;3.966666666666667;56.68;SP
vendeur 43;039e6ad9dae79614493083e241147386;12925.0;4.0;0.2;7.2;03/04/2018 11:35;10/07/2018 20:53;3.2666666666666666;50.11;SP
vendeur 44;03a2a6dcbe45d639c4dc2a0d24769c40;1078.41;4.111111111111111;0.1111111111111111;3.0;13/03/2018 8:11;15/08/2018 18:21;5.166666666666667;51.51;SP
vendeur 45;03bd479e1d9484cdb14104d3023f7321;359.70000000000005;4.333333333333333;0.3333333333333333;1.6666666666666667;09/05/2018 17:37;24/07/2018 17:28;2.5;46.06;MG
vendeur 46;0417b067eeab773d2f7061a726dc477f;1938.77;4.0;0.2857142857142857;2.7857142857142856;01/03/2018 20:13;20/08/2018 12:38;5.7;45.75;SC
vendeur 47;042573af89b6d931f672efaf789d8358;471.98;4.0;0.25;1.0;21/01/2018 17:44;11/02/2018 13:08;1.0;46.58;SP
vendeur 48;04308b1ee57b6625f47df1d56f00eedf;60130.6;3.882978723404255;0.1170212765957446;5.5212765957446805;14/11/2017 16:57;12/08/2018 0:13;9.0;59.62;SC
vendeur 49;0432ead42b6c8a0bdf68154add917fdf;8091.6;4.505263157894737;0.031578947368421;2.968421052631579;02/04/2017 16:31;27/07/2018 18:03;16.033333333333335;57.41;SP
vendeur 50;044668ccd5316b12a7cf0d54a156e3e9;173.13;5.0;0.0;1.0;08/08/2018 17:54;20/08/2018 21:07;1.0;60.03;SP
vendeur 51;04843805947f0fc584fc1969b6e50fe7;1400.0;5.0;1.0;8.0;05/08/2018 14:55;05/08/2018 14:55;1.0;30.23;RS
vendeur 52;048c2757535328e0d7dac690ad3c0aae;9521.38;4.211538461538462;0.1320754716981132;3.830188679245283;04/03/2017 15:23;21/08/2018 16:31;17.833333333333332;52.86;SP
vendeur 53;04aa0a1c5ce6b222003403a3e11c3cc0;5518.0;3.5294117647058822;0.1176470588235294;5.235294117647059;22/03/2017 17:10;24/01/2018 11:40;10.233333333333333;48.55;SP
vendeur 54;04aba03279157f6d4e0fe8ccaf21963c;2575.9;4.3125;0.0625;4.5625;10/05/2017 11:51;26/08/2018 13:25;15.766666666666667;54.42;RJ
vendeur 55;04e38a233f726ef161074ab1c9b0399a;1449.1;3.827586206896552;0.1034482758620689;1.7241379310344829;15/09/2017 0:53;05/05/2018 21:12;7.733333333333333;50.1;SP
vendeur 56;04ee0ec01589969663ba5967c0e0bdc0;289.49;5.0;0.0;5.0;21/08/2018 11:29;21/08/2018 11:29;1.0;60.05;RS
vendeur 57;04fdea0c111866e6cf812f1570d6b5bd;1055.0;3.2;0.1;2.5;14/10/2017 9:11;31/01/2018 13:57;3.633333333333333;46.37;SP
vendeur 58;0509040ea3fe50071181bbc359eb7738;3851.15;4.49;0.0686274509803921;2.0686274509803924;03/05/2017 14:22;02/08/2018 12:05;15.166666666666666;55.51;MG
vendeur 59;052577151711aec5c744fe12e66db3e1;2748.0;2.25;0.0;5.5;26/10/2017 18:35;20/12/2017 12:01;1.8;43.95;SC
vendeur 60;054694fa03fe82cec4b7551487331d74;9983.1;3.363636363636364;0.2727272727272727;4.5;07/01/2017 17:20;09/04/2018 16:57;15.2;43.63;SP
vendeur 61;056b4ada5bbc2c50cc7842547dda6b51;12333.39;4.123076923076923;0.106060606060606;5.045454545454546;01/12/2017 10:20;23/08/2018 13:21;8.833333333333334;53.57;RJ
vendeur 62;0570350b23eda5444f8d1d9544932058;626.9;5.0;0.0;4.909090909090909;12/04/2018 23:43;22/05/2018 20:17;1.3;60.1;SP
vendeur 63;05730013efda596306417c3b09302475;952.0;5.0;0.0;2.25;06/07/2018 18:37;22/08/2018 20:16;1.5666666666666669;60.16;SC
vendeur 64;058cb5aeb36d7c0fcae20fc85d5e0a59;1328.0;3.3846153846153846;0.0769230769230769;3.8461538461538463;25/09/2017 22:41;14/08/2018 23:23;10.766666666666667;48.22;RJ
vendeur 65;058fd0aa2bfdb2274e05e1ae971dabb6;7889.9;4.348484848484849;0.0757575757575757;3.4242424242424243;03/08/2017 11:36;07/06/2018 19:45;10.266666666666667;55.11;SP
vendeur 66;05a48cc8859962767935ab9087417fbb;42.9;5.0;0.0;1.0;02/08/2018 12:05;02/08/2018 12:05;1.0;60.01;SP
vendeur 67;05a940b4ecae36cadfd8e93bd9c43257;952.0;3.9;0.0;2.0;16/07/2017 17:22;19/02/2018 15:20;7.233333333333333;53.56;GO
vendeur 68;05aebce0b5c8f0d41b29b686f2d05fd3;74.99000000000001;5.0;0.5;1.0;05/03/2018 16:24;10/08/2018 16:15;5.233333333333333;45.01;SP
vendeur 69;05ca864204d09595ae591b93ea9cf93d;179.9;5.0;1.0;1.0;16/08/2018 9:18;16/08/2018 9:18;1.0;30.03;SP
vendeur 70;05d2173d43ea568aa0540eba70d2ca76;5772.73;4.015384615384615;0.0597014925373134;2.074626865671642;27/09/2017 12:01;12/08/2018 20:44;10.633333333333333;53.24;MG
vendeur 71;05e107217c7266362fd44b75b2cd4cc4;193.38;4.125;0.5;1.75;29/06/2018 23:02;21/08/2018 5:26;1.7333333333333334;39.78;SP
vendeur 72;05f51e13da97139648b8125c31e5f51b;13769.01;4.095238095238095;0.1428571428571428;3.65079365079365;10/07/2017 16:09;23/03/2018 10:44;8.5;52.54;MG
vendeur 73;05feb94f19d094d4b0f9281f0b1d4c99;11016.0;4.571428571428571;0.0;6.571428571428571;14/08/2017 8:05;18/02/2018 18:26;6.266666666666667;59.23;SP
vendeur 74;05ff92fedb5be47920fea08e501238b9;23368.38;4.136363636363637;0.0454545454545454;3.712121212121212;04/10/2016 16:02;07/08/2018 21:31;22.4;57.28;RS
vendeur 75;062c325cd6a2b87845fab56b4ec2eeae;133.22;5.0;0.0;1.5;07/05/2018 11:48;01/08/2018 21:33;2.8666666666666667;60.02;SP
vendeur 76;062ce95fa2ad4dfaedfc79260130565f;7604.8;4.0;0.032258064516129;3.177419354838709;26/01/2017 18:48;10/09/2017 0:14;7.533333333333333;54.28;RS
vendeur 77;06532f10282704ef4c69168b914b77be;21211.9;1.7837837837837838;0.0;2.135135135135135;03/03/2017 14:12;18/08/2017 16:26;5.6;44.17;PR
vendeur 78;06579cb253ecd5a3a12a9e6eb6bf8f47;4797.1;3.7260273972602738;0.1506849315068493;2.9315068493150687;03/08/2017 17:47;11/08/2018 21:27;12.433333333333334;48.62;SP
vendeur 79;066a6914e1ebf3ea95a216c73a986b91;9496.36;4.0;0.0394736842105263;2.776315789473684;06/10/2016 17:10;10/08/2018 12:12;22.4;54.37;PR
vendeur 80;0691148aee60ca47977c187804f935ae;6288.01;4.068965517241379;0.0344827586206896;2.9655172413793105;24/11/2017 15:13;27/08/2018 8:56;9.166666666666666;54.41;PR
vendeur 81;0692610d8abe24f287e9fae90ea0bbee;173.99;4.0;0.25;1.0;02/06/2018 11:14;22/08/2018 15:45;2.7;46.53;SP
vendeur 82;06a2c3af7b3aee5d69171b0e14f0ee87;36786.9;3.987593052109181;0.2341463414634146;2.9390243902439024;19/01/2018 9:51;22/08/2018 11:49;7.166666666666667;52.92;MA
vendeur 83;06bb3a2fe5e7b7a845b13e8fb91bd944;1618.19;4.631578947368421;0.0;2.3684210526315788;11/09/2017 8:09;04/07/2018 22:45;9.866666666666667;58.05;MG
vendeur 84;06df0c10d34e459d9672bc77388742eb;9070.0;4.366666666666666;0.1;3.933333333333333;16/03/2018 13:58;06/08/2018 19:44;4.766666666666667;54.68;PR
vendeur 85;06e5eefc71ec47ae763c5c6f8db7064f;23461.68;3.857142857142857;0.02;3.17;25/04/2017 16:33;22/08/2018 17:14;16.133333333333333;56.38;RS
vendeur 86;07017df32dc5f2f1d2801e579548d620;946.49;4.111111111111111;0.0;3.4444444444444446;08/03/2017 15:00;29/07/2018 21:34;16.933333333333334;54.82;PB
vendeur 87;070d165398b553f3b4b851c216b8a358;4918.55;3.7111111111111112;0.108695652173913;2.3043478260869565;24/08/2017 10:29;16/08/2018 14:21;11.9;49.81;SP
vendeur 88;0725b8c0f3f906e58f70cbe76b7c748c;2314.5;3.5121951219512195;0.1951219512195122;3.414634146341464;20/01/2017 17:23;07/08/2018 17:41;18.8;45.6;SP
vendeur 89;0743a0239d764b9a0f959a57d07e36ab;385.95;4.8;0.0;2.0;24/07/2018 10:50;04/08/2018 17:01;1.0;58.86;SP
vendeur 90;0747d5bb69f0586cc869d8af4c50f93e;346.6;3.466666666666667;0.0666666666666666;2.466666666666667;06/10/2016 13:39;25/06/2017 17:54;8.733333333333333;48.86;RJ
vendeur 91;0761743cbffb25d7148189e9f1a5f03a;241.2;4.285714285714286;0.0;1.7142857142857142;30/11/2017 9:38;02/02/2018 18:42;2.1333333333333333;55.75;SP
vendeur 92;077c5fae4bea9500e3737b16f71b9d3a;106.8;4.666666666666667;0.0;1.0;19/09/2017 12:44;22/06/2018 13:20;9.2;58.02;SP
vendeur 93;0791d9fc1e30678ecf03d3e55fa108d3;842.0;2.727272727272727;0.0;6.2727272727272725;15/05/2018 14:03;24/07/2018 16:03;2.333333333333333;46.5;MG
vendeur 94;079d295dcbf06ee8bb1b65ba964eb2b6;349.3;4.8;0.0;5.4;25/06/2018 12:37;09/08/2018 20:00;1.5;58.86;SP
vendeur 95;07a9bc7f61396b658ddf3ac534efe44c;239.8;3.5;0.0;3.0;26/06/2017 11:44;26/06/2017 11:44;1.0;51.04;SP
vendeur 96;07bf9669d84d1f11be443a9dd938f698;1776.0;3.25;0.0;4.416666666666667;08/03/2017 16:34;27/06/2018 9:01;15.833333333333334;49.79;SP
vendeur 97;07d75e33f2750d97d467fb57e4dfdd8a;722.4;2.5;0.0;3.5;06/03/2018 9:17;07/05/2018 9:49;2.066666666666667;45.12;SP
vendeur 98;07de60b03d150fb3ea09eab5da5e4c8b;862.9000000000001;4.363636363636363;0.0909090909090909;3.4545454545454546;31/01/2018 23:06;18/08/2018 20:44;6.6;53.6;SP
vendeur 99;07e8e8fc5222bb358e6f259da3197074;51.8;4.0;0.0;1.5;21/02/2018 6:27;08/08/2018 22:13;5.6;54.01;SP
vendeur 100;080102cd0a76b09e0dcf55fcacc60e05;5788.56;4.5;0.0378787878787878;1.3106060606060606;23/07/2017 11:22;26/08/2018 16:26;13.3;56.81;MG
vendeur 101;080199a181c46c657dc5aa235411be3b;14683.69;4.614457831325301;0.0238095238095238;3.130952380952381;20/09/2017 5:02;24/08/2018 11:43;11.266666666666667;59.37;SP
vendeur 102;08061dc0fc165ed41288cc7acde738ee;152.8;4.6;0.2;1.0;23/03/2017 0:48;14/11/2017 12:48;7.866666666666666;51.62;SP
vendeur 103;08084d990eb3f53af056ccbc1730c8a7;372.5;4.454545454545454;0.0;1.3333333333333333;08/02/2018 7:04;14/08/2018 20:56;6.233333333333333;56.79;SP
vendeur 104;081acf3de680d554796c9cf041be7bc2;1597.3;4.125;0.125;9.75;27/11/2017 14:39;23/05/2018 18:30;5.9;51.26;MG
vendeur 105;082e0bf4cb865a6533b1e8e498cc0255;2073.3;3.3043478260869565;0.1304347826086956;5.652173913043479;29/10/2017 13:42;17/08/2018 7:09;9.7;46.25;SP
vendeur 106;085f6f7e049c996695fb2074fe38d45e;324.20000000000005;3.7777777777777777;0.0;2.555555555555556;26/02/2018 14:22;02/05/2018 15:25;2.1666666666666665;52.72;SP
vendeur 107;08633c14ef2db992c11f840f04fad4cd;7644.3;4.237113402061856;0.0618556701030927;2.979381443298969;13/12/2017 9:15;24/08/2018 14:57;8.466666666666667;54.82;SP
vendeur 108;0873d9f8f36123f8d910f4760e788cfb;7265.59;3.1666666666666665;0.5;9.5;07/05/2018 20:22;14/08/2018 14:19;3.2666666666666666;35.19;SP
vendeur 109;0885aaf116795758dfeb5f1032487bcd;2827.9;4.225806451612903;0.032258064516129;4.193548387096774;14/12/2017 21:06;19/08/2018 17:17;8.233333333333333;54.85;SP
vendeur 110;0887a9f087bcd5d9f6642b52f897fc6c;1642.0;4.416666666666667;0.0833333333333333;3.6666666666666665;02/02/2017 15:22;05/08/2017 13:51;6.1;54.27;SP
vendeur 111;08ad4ac1388e4420ca531c3edfc46198;221.62;2.7142857142857144;0.0;1.5714285714285714;11/06/2018 19:55;18/08/2018 18:52;2.2333333333333334;46.32;SP
vendeur 112;08cdbae123ff67ca4e36d9d641ce0119;3517.99;2.4285714285714284;0.7142857142857143;6.714285714285714;20/02/2018 8:12;29/07/2018 15:29;5.3;23.72;MG
vendeur 113;08d0949a9a17c027262db1f3c450c26c;354.7;3.5384615384615383;0.0;2.3846153846153846;21/08/2017 13:38;23/08/2018 0:54;12.2;51.29;PR
vendeur 114;08d1c9478fb0d7d7fcac9c0da4e82fc7;538.0;5.0;0.0;2.0;12/06/2018 8:29;12/06/2018 8:29;1.0;60.09;MG
vendeur 115;08d2d642cf72b622b14dde1d2f5eb2f5;944.0;4.428571428571429;0.1363636363636363;1.5454545454545454;12/02/2017 21:40;06/12/2017 8:31;9.866666666666667;52.63;SP
vendeur 116;08f5819815f3d06545011850bd70f0a8;452.0;4.666666666666667;0.0;3.333333333333333;21/06/2018 0:56;12/08/2018 16:01;1.7333333333333334;58.07;SP
vendeur 117;091065b789659bc3cd9af9cb3a6253ff;1359.0;3.5;0.0;2.5;15/10/2017 13:01;18/01/2018 17:13;3.1666666666666665;51.22;RS
vendeur 118;0936e1837d0c79253456bbb2ffaaef10;38.9;5.0;0.0;7.0;11/04/2017 22:09;11/04/2017 22:09;1.0;60.01;SP
vendeur 119;093805f8f2aeb63881444571e1f48f30;1215.79;3.814814814814815;0.037037037037037;2.4074074074074074;31/08/2017 20:38;30/01/2018 12:01;5.033333333333333;51.98;SP
vendeur 120;094ced053e257ae8cae57205592d6712;1538.1;4.1;0.0;2.6;04/04/2018 20:43;30/07/2018 10:59;3.866666666666666;54.85;SP
vendeur 121;0951a6e282947e09cd47969f4ed0b47f;492.3;4.857142857142857;0.0;2.571428571428572;26/07/2018 9:25;27/08/2018 14:39;1.0666666666666669;59.22;SP
vendeur 122;09883d9ab71c8fe8a9bfc7fc3075b07e;329.5;3.4;0.2;2.4;25/04/2017 17:46;24/11/2017 10:37;7.066666666666666;44.45;SP
vendeur 123;099095b050cfe8eb1ddff5317587e96e;5193.83;2.95;0.15;3.65;16/12/2017 9:01;13/08/2018 18:43;8.0;44.05;SP
vendeur 124;09bad886111255c5b5030314fc7f1a4a;487.5;5.0;0.0;1.6;08/08/2018 18:25;27/08/2018 19:37;1.0;60.08;SP
vendeur 125;09f952a5f58d2285b0372551ae8f9b01;14767.42;3.742424242424242;0.0454545454545454;3.590909090909091;15/09/2017 9:24;24/08/2018 22:21;11.433333333333334;53.51;SP
vendeur 126;0a198e95d32b1be2da9424c962a6ebfa;69.99;5.0;0.0;1.0;13/06/2018 12:09;13/06/2018 12:09;1.0;60.01;MG
vendeur 127;0a82f5fb06a4fe4ac2cf7cb412ec71b8;462.0;5.0;0.0;2.5;03/02/2018 13:14;31/03/2018 12:09;1.8333333333333333;60.07;SP
vendeur 128;0a85ebe4e328db81ac9109781205e2f7;667.9;4.583333333333333;0.0833333333333333;2.25;11/05/2018 10:18;24/08/2018 15:40;3.5;55.11;SP
vendeur 129;0aa124728afc1131dff5655f4c6f487b;850.92;1.0;0.0;3.0;16/07/2018 10:15;13/08/2018 12:56;1.0;36.14;MG
vendeur 130;0aa2205ca24f113f4658a5c536667426;815.62;2.8181818181818183;0.0;1.0;18/04/2018 11:16;14/08/2018 17:39;3.933333333333333;47.04;SP
vendeur 131;0ac4201fda2c68ebc0e47cb9423cf3c9;1716.87;4.333333333333333;0.0666666666666666;3.533333333333333;19/06/2017 8:18;17/06/2018 13:20;12.1;54.28;SP
vendeur 132;0ad80de75c811326389cfb1daba7d45e;1449.4;5.0;0.0;3.1666666666666665;19/10/2017 8:38;05/01/2018 20:37;2.6;60.24;RJ
vendeur 133;0adac9fbd9a2b63cccaac4f8756c1ca8;16156.25;3.905405405405405;0.046979865771812;3.0268456375838926;22/01/2017 20:25;16/08/2018 20:56;19.03333333333333;54.66;SP
vendeur 134;0ade5cc4a305ed7093a23f68ca47519c;158.88;5.0;0.0;5.5;24/11/2017 9:11;21/01/2018 14:20;1.933333333333333;60.03;PR
vendeur 135;0aea4c6ae1505b3228ddf3dd7822ee5b;1985.87;4.1;0.2;3.9;09/10/2017 20:23;30/04/2018 7:04;6.733333333333333;48.92;SP
vendeur 136;0af2ab31141893d26aca5a404a537dab;59.0;5.0;0.0;5.0;23/08/2018 22:37;23/08/2018 22:37;1.0;60.01;SP
vendeur 137;0af977692321d895349eded183341d28;257.75;4.5;0.0;5.0;01/04/2018 2:54;20/08/2018 16:20;4.7;57.04;SP
vendeur 138;0afccdb8a34ee5c79f7c06faf2b4d56e;1225.5;4.041666666666667;0.08;1.56;05/04/2017 11:04;07/04/2018 13:48;12.233333333333333;52.05;MG
vendeur 139;0b09101900100c0e9d312861fad5a1b9;153.75;4.0;0.0;8.0;27/01/2017 14:59;27/01/2017 14:59;1.0;54.02;SP
vendeur 140;0b0ddbc7b9d9584f442c7ac92b0ff6c9;1416.76;4.666666666666667;0.0;5.666666666666667;30/03/2018 20:29;04/06/2018 23:21;2.2;58.23;SP
vendeur 141;0b18d63d0cd1d723567903fd34a07df2;1678.14;4.785714285714286;0.0;3.2857142857142856;11/04/2017 14:30;12/06/2018 23:52;14.233333333333333;58.99;SP
vendeur 142;0b1ca3ef18a63d7eb0c8897fa0849c08;55.0;5.0;0.0;1.0;12/04/2018 0:10;12/04/2018 0:10;1.0;60.01;SP
vendeur 143;0b35c634521043bf4b47e21547b99ab5;13753.45;3.5316455696202533;0.1125;6.0375;07/12/2017 11:06;12/08/2018 2:11;8.233333333333333;50.06;PR
vendeur 144;0b36063d5818f81ccb94b54adfaebbf5;765.0;5.0;0.0;10.0;30/01/2017 21:44;30/01/2017 21:44;1.0;60.12;SC
vendeur 145;0b3f27369a4d8df98f7eb91077e438ac;245.18;3.6666666666666665;0.0;8.333333333333334;13/11/2017 15:19;22/11/2017 18:38;1.0;52.04;SP
vendeur 146;0b46f784306be7200ca1700aa55d819f;19.9;5.0;0.0;1.0;19/03/2017 8:36;19/03/2017 8:36;1.0;60.0;MG
vendeur 147;0b64bcdb0784abc139af04077d49a20e;137.6;4.75;0.0;1.0;06/04/2018 19:54;13/07/2018 10:56;3.2333333333333334;58.52;RS
vendeur 148;0b90b6df587eb83608a64ea8b390cf07;29374.36;4.00462962962963;0.032258064516129;2.3179723502304146;24/10/2017 14:48;16/08/2018 22:03;9.866666666666667;57.86;PR
vendeur 149;0bae85eb84b9fb3bd773911e89288d54;7753.5;4.194805194805195;0.0064935064935064;2.7337662337662336;24/03/2017 21:48;21/08/2018 20:24;17.133333333333333;56.24;SP
vendeur 150;0bb27263628258b8111a0262769fa9db;22.2;5.0;0.0;3.0;01/04/2017 17:24;01/04/2017 17:24;1.0;60.0;SP
vendeur 151;0bb738e4d789e63e2267697c42d35a2d;2388.3;4.580645161290323;0.032258064516129;1.870967741935484;01/02/2017 12:59;20/06/2018 6:58;16.766666666666666;56.91;SP
vendeur 152;0be8ff43f22e456b4e0371b2245e4d01;11975.2;3.912568306010929;0.0601092896174863;2.453551912568306;09/05/2017 10:57;29/08/2018 10:22;15.866666666666667;53.63;SP
vendeur 153;0bebbb2cea103a4a020c95d43fd7d754;1367.2;4.888888888888889;0.0;2.7777777777777777;30/06/2018 19:07;28/08/2018 12:48;1.933333333333333;59.56;SP
vendeur 154;0bf0150d5b9d60d9cd2906003332f085;5879.400000000001;3.7540983606557377;0.1875;3.0;16/02/2017 23:15;14/07/2018 14:08;17.066666666666666;47.86;SP
vendeur 155;0bfd0b434243adc5c2e1aa6baf19c6aa;371.2000000000001;3.6666666666666665;0.0;2.5;23/10/2017 22:16;03/02/2018 23:27;3.433333333333333;52.06;RJ
vendeur 156;0c7533c71df861ec58ad7ff999ed0e8d;3174.6;3.9220779220779214;0.0389610389610389;2.220779220779221;11/07/2017 23:14;28/07/2018 10:25;12.7;52.88;SP
vendeur 157;0c7f30ae9b147eca07affbef92832a6a;479.5;5.0;0.0;1.6;03/03/2017 11:02;17/04/2017 20:12;1.5;60.08;PR
vendeur 158;0c8380b62e38e8a1e6adbeba7eb9688c;18645.19;4.080508474576271;0.0504201680672268;3.827731092436975;04/10/2016 17:25;21/08/2018 10:38;22.83333333333333;56.02;MG
